"","CHP212_WT_DMSO_1","CHP212_WT_DMSO_2","CHP212_WT_Nutlin_1","CHP212_WT_Nutlin_2","CHP212_KO_DMSO_1","CHP212_KO_DMSO_2","CHP212_KO_Nutlin_1","CHP212_KO_Nutlin_2"
"ENSG00000236549",0,2,2,0,0,0,0,0
"ENSG00000236550",0,0,0,0,0,0,0,0
"ENSG00000236552",7.579,6.4,8.751,11.327,2.8,20.436,15.615,1.52
"ENSG00000236554",6,2,5,8,2,2,0,2
"ENSG00000236555",0,0,0,0,0,0,0,0
"ENSG00000236560",1083.115,961.321,962.458,224.036,1625.537,1433.162,1972.517,1252.654
"ENSG00000236561",0,0,0,0,0,0,0,0
"ENSG00000236562",0,3,0,0,0,0,0,2
"ENSG00000236564",0,0,0,0,0,0,0,2
"ENSG00000236565",1.048,1.05,0,1.041,0,0,2.497,0
"ENSG00000236567",0,0,0,0,0,0,1,0
"ENSG00000236569",0,0,0,0,0,0,1,0
"ENSG00000236570",1,0,0,0,0,1,0,0
"ENSG00000236571",0,0,0,0,0,0,0,0
"ENSG00000236574",0,0,0,0,0,0,0,0
"ENSG00000236576",6,0,4,0,4,0,0,0
"ENSG00000236577",0,0,0,1,0,0,1,0
"ENSG00000236580",0,0,0,0,0,0,0,0
"ENSG00000236582",0,0,0,0,0,0,2,1
"ENSG00000236583",2,2,0,0,2,4,4,4
"ENSG00000236590",0,0,0,0,0,0,0,0
"ENSG00000236592",0,0,0,0,0,0,0,0
"ENSG00000236594",0,0,0,0,0,0,0,0
"ENSG00000236596",0,0,0,0,0,0,0,0
"ENSG00000236604",0,0,0,0,0,0,0,0
"ENSG00000236606",0,0,0,0,0,0,0,0
"ENSG00000236607",0,0,0,1,0,0,0,0
"ENSG00000236608",0,1,0,0,0,0,0,0
"ENSG00000236609",2621,2302,1938,1855,3561,4013,3823,3389
"ENSG00000236610",0,0,0,0,0,0,0,0
"ENSG00000236612",0,0,0,0,0,0,0,0
"ENSG00000236615",0,0,0,0,0,0,0,0
"ENSG00000236616",4,0,0,0,2,0,3,0
"ENSG00000236620",6,0,0,0,0,0,0,0
"ENSG00000236625",0,0,167.964,111.26,0,0,0,57.552
"ENSG00000236626",0,0,0,0,0,0,0,0
"ENSG00000236629",0,0,0,0,0,0,0,0
"ENSG00000236632",0,0,0,0,0,0,0,0
"ENSG00000236636",0,0,0,0,0,2,0,0
"ENSG00000236637",0,0,4,0,0,0,0,0
"ENSG00000236638",0,0,0,0,0,0,0,0
"ENSG00000236642",0,0,0,0,0,0,0,0
"ENSG00000236646",0,0,0,0,0,0,0,0
"ENSG00000236647",0,0,0,0,0,0,0,0
"ENSG00000236649",68.08,39.86,50.558,54.802,35.39,2.049,16.66,20.069
"ENSG00000236654",1,1,2,1,0,1,1,2
"ENSG00000236667",0,0,0,0,0,0,0,0
"ENSG00000236670",67.58,51.943,29.99,72.263,84.749,90.71,83.797,93.808
"ENSG00000236672",0,0,0,0,0,0,0,0
"ENSG00000236674",0,0,0,0,0,0,0,0
"ENSG00000236679",10.598,12.349,0,14.529,9.191,10.732,19.465,0
"ENSG00000236680",1,0,3,0,4,4,12,1
"ENSG00000236681",0,0,0,0,0,0,0,0
"ENSG00000236683",3,2,4,5,3,5,8,8
"ENSG00000236686",0,0,0,0,1,0,0,0
"ENSG00000236689",0,0,0,0,0,0,0,0
"ENSG00000236690",0,0,0,0,0,0,0,0
"ENSG00000236691",0,0,0,0,0,0,0,0
"ENSG00000236692",0,0,0,0,0,0,0,0
"ENSG00000236693",5.5,0,1.5,2,3,2.25,0,1
"ENSG00000236695",1,0,0,0,0,1,0,0
"ENSG00000236697",203,185.466,189,189,46.538,77,71.001,52.59
"ENSG00000236698",0,0,0,0,0,0,0,0
"ENSG00000236699",5.311,4.347,3.15,0,5.373,1.091,10.016,12.065
"ENSG00000236701",0,0,0,0,0,0,0,0
"ENSG00000236704",0,0,0,0,0,0,0,0
"ENSG00000236706",0,0,0,0,0,0,0,0
"ENSG00000236710",4,9,2,3,21,7,6,7
"ENSG00000236712",0,0,0,0,0,0,0,0
"ENSG00000236713",0,0,2,0,5,0,3,2
"ENSG00000236717",0,0,0,0,0,0,0,0
"ENSG00000236718",2,1,9,7,0,0,0,0
"ENSG00000236722",0,0,0,0,0,0,0,0
"ENSG00000236731",0,0,0,0,0,0,0,0
"ENSG00000236732",3,3,0,3,0,8,1,1
"ENSG00000236735",0,0,0,0,0,0,0,2
"ENSG00000236736",0,0,0,0,0,0,0,0
"ENSG00000236737",0,0,0,0,0,0,0,0
"ENSG00000236739",0,0,0,0,0,0,0,0
"ENSG00000236741",0,0,0,0,0,0,0,0
"ENSG00000236745",0,0,0,0,0,0,0,0
"ENSG00000236746",1,1,0,0,1,0,0,0
"ENSG00000236748",0,0,0,0,0,0,0,0
"ENSG00000236759",0,0,0,0,0,0,0,0
"ENSG00000236761",0,0,0,0,0,0,0,0
"ENSG00000236762",0,0,1,1,1,2,0,0
"ENSG00000236763",0,0,0,0,0,0,0,0
"ENSG00000236764",0,1,0,0,0,0,0,0
"ENSG00000236765",0,0,0,0,0,0,0,0
"ENSG00000236768",0,0,0,2,1,0,0,0
"ENSG00000236773",1.042,0,0,0,0,0,0,0
"ENSG00000236775",0,0,0,0,0,2,0,7
"ENSG00000236776",0,0,0,0,0,0,0,0
"ENSG00000236777",0,0,0,0,0,0,0,0
"ENSG00000236779",0,0,0,2,0,2,1,2
"ENSG00000236782",24.102,18.089,20.19,33.28,33.703,37.702,11.663,17.979
"ENSG00000236783",0,0,0,0,0,0,0,0
"ENSG00000236785",0,0,0,0,0,0,0,0
"ENSG00000236786",0,0,0,0,0,0,0,0
"ENSG00000236791",0,0,0,0,0,0,0,0
"ENSG00000236792",0,0,0,0,0,0,0,0
"ENSG00000236794",1,0,0,0,0,1,0,0
"ENSG00000236796",0,0,0,0,0,0,0,0
"ENSG00000236797",0,1,0,0,0,0,0,0
"ENSG00000236801",0,0,2.011,2.014,1.01,6.136,10.003,1
"ENSG00000236803",0,0,0,0,0,0,0,0
"ENSG00000236804",1,3,1,1,0,0,3.001,0
"ENSG00000236806",0,0,0,0,0,0,0,1
"ENSG00000236807",0,0,0,0,0,0,0,0
"ENSG00000236808",82.364,65.996,78.371,82.856,56.283,34.989,79.724,0
"ENSG00000236809",58.36,42.491,12.697,18.661,34.526,60.821,46.735,30.383
"ENSG00000236811",5,5,5,6,9,11,6,5
"ENSG00000236813",0,0,0,0,0,0,0,0
"ENSG00000236814",20.006,9.545,43.111,22.891,12.524,10.252,70.656,31.588
"ENSG00000236816",2,2,10.71,4.01,8.396,5.044,10.25,4.091
"ENSG00000236818",0,0,0,0,0,0,0,0
"ENSG00000236825",0,0,0,0,0,0,0,0
"ENSG00000236826",724.3,629.27,562.558,523.074,1019.529,1019.728,918.929,784.817
"ENSG00000236829",14.476,13,8,5.839,10.838,15.539,20.409,16.409
"ENSG00000236831",0,0,0,0,0,0,0,0
"ENSG00000236832",0,0,0,0,0,0,0,0
"ENSG00000236843",843.481,867.626,294.876,215.893,995.483,771.8,373.004,400.348
"ENSG00000236844",1,1,0,3,0,2,0,0
"ENSG00000236848",0,0,0,1,0,2,0,0
"ENSG00000236851",0,0,0,0,0,0,0,0
"ENSG00000236852",13,12,14,13,10.001,28,7,9.001
"ENSG00000236857",0,0,0,0,0,0,1,0
"ENSG00000236860",0,0,0,0,0,0,0,0
"ENSG00000236862",0,0,0,0,0,0,0,0
"ENSG00000236863",2,0,6,1,0,0,0,2
"ENSG00000236867",12,15,4,11,20,19,3,9
"ENSG00000236870",0,0,0,0,0,0,0,0
"ENSG00000236872",4,6,6,7,5,6,2,3
"ENSG00000236873",0,0,0,0,0,0,0,0
"ENSG00000236875",0,4,0,0,0,1,5.01,0
"ENSG00000236876",0,0,0,0,0,0,0,0
"ENSG00000236877",0,0,0,0,0,0,0,0
"ENSG00000236878",4,4,18,12,10,6,11,8
"ENSG00000236880",0,0,0,0,0,0,0,0
"ENSG00000236881",0,0,0,0,0,0,0,0
"ENSG00000236884",0,20.996,0,0,0,0,0,6.996
"ENSG00000236887",0,0,0,1,0,0,0,0
"ENSG00000236888",0,0,0,0,0,0,0,0
"ENSG00000236890",2,3,4,3,2,1,3,9
"ENSG00000236893",0,0,1,0,0,0,1,0
"ENSG00000236894",0,0,0,0,0,0,0,0
"ENSG00000236895",0,0,0,0,0,0,0,0
"ENSG00000236898",0,0,0,0,0,0,0,0
"ENSG00000236900",0,1,0,0,0,2,0,0
"ENSG00000236905",2,7,4,2,4,4,7,6
"ENSG00000236907",0,0,0,0,0,0,0,0
"ENSG00000236909",0,0,0,0,0,0,0,0
"ENSG00000236910",0,0,0,0,0,0,0,1
"ENSG00000236913",0,0,0,0,0,0,0,0
"ENSG00000236917",0,0,0,0,0,0,0,0
"ENSG00000236918",0,0,0,0,0,0,0,0
"ENSG00000236919",0,0,0,0,0,0,0,0
"ENSG00000236928",0,0,2,2,2,6,2,5
"ENSG00000236929",0,0,0,0,0,0,0,0
"ENSG00000236930",0,0,3,0,0,0,0,0
"ENSG00000236932",0,0,0,0,0,0,0,0
"ENSG00000236937",9,1,2,1,4,1,8.137,10
"ENSG00000236940",0,0,0,0,2,0,0,1
"ENSG00000236941",0,0,241,231,6,0,705,567
"ENSG00000236942",1,0,2,3,0,5,2,1
"ENSG00000236944",0,0,0,0,0,0,0,0
"ENSG00000236946",0,0,0,0,0,0,0,0
"ENSG00000236949",47.486,10.472,47.037,76.726,44.133,112.368,71.791,41.036
"ENSG00000236956",5.158,0,16.324,17.781,15.73,14.443,6.011,11.866
"ENSG00000236957",0,0,0,0,0,0,0,0
"ENSG00000236959",0,0,0,0,2,0,0,0
"ENSG00000236960",0,0,0,0,0,0,0,0
"ENSG00000236965",0,0,0,0,0,0,0,0
"ENSG00000236966",1,7,2,4,9,11,4.997,13
"ENSG00000236969",3,5,7.001,11.989,2,0,0,3
"ENSG00000236972",0,0,0,0,0,0,0,1.41
"ENSG00000236973",0,0,0,0,0,0,0,0
"ENSG00000236976",2,0,1,0,2,0,2.001,1
"ENSG00000236978",0,0,1,0,0,0,0,0
"ENSG00000236979",0,1,0,0,0,0,0,2
"ENSG00000236980",0,0,0,0,0,0,0,0
"ENSG00000236981",0,0,0,0,0,0,0,0
"ENSG00000236982",0,0,0,0,0,0,0,0
"ENSG00000236987",0,0,2,1,0,0,0,4
"ENSG00000236988",0,1.321,0,0.95,3,5.017,1.888,1
"ENSG00000236992",4.039,2.012,6.003,2.148,4.104,5.389,10.123,2.017
"ENSG00000236993",0,0,0,0,0,0,0,0
"ENSG00000236994",0,0,0,0,0,0,0,0
"ENSG00000236998",5,0,7,2,0,4,1,2
"ENSG00000237000",0,0,0,0,0,0,0,0
"ENSG00000237003",0,0,0,1,0,0,1,0
"ENSG00000237004",58,74,33,29,52,79,60,48
"ENSG00000237005",0,0,0,0,0,0,0,0
"ENSG00000237007",0,0,0,4,0,0,1,0
"ENSG00000237008",0,0,0,0,0,0,0,0
"ENSG00000237014",0,0,0,0,0,0,0,0
"ENSG00000237016",0,0,0,0,0,0,0,0
"ENSG00000237022",13.224,25.126,6.093,3.943,2.001,14.109,4.001,26.691
"ENSG00000237024",0,0,0,0,0,0,0,0
"ENSG00000237025",7,4,3,4,0,2,5,4
"ENSG00000237026",1,0,0,0,0,2,0,0
"ENSG00000237032",0,0,0,0,1,0,0,0
"ENSG00000237033",0,0,0,0,0,0,0,0
"ENSG00000237038",0,0,0,0,0,0,0,0
"ENSG00000237039",1.588,1.662,4.331,1.093,0,1.15,0,1.474
"ENSG00000237046",0,0,0,0,0,0,0,0
"ENSG00000237049",0,0,0,0,0,0,0,0
"ENSG00000237051",129.055,131.784,196.365,153.81,247.278,280.839,312.599,312.8
"ENSG00000237053",14,0,2,0,2,0,3,1
"ENSG00000237055",0,0,0,0,0,0,0,0
"ENSG00000237056",0,196.694,0,0,0,0,0,0
"ENSG00000237064",0,0,4,1,0,0,0,0
"ENSG00000237065",0,0,0,2,0,1,3,2
"ENSG00000237068",0,0,0,0,0,0,0,0
"ENSG00000237071",5.89,13.544,22.698,13.088,0,96.246,46.244,79.097
"ENSG00000237072",0,0,0,0,0,0,0,0
"ENSG00000237077",0,0,0,0,1,0,0,0
"ENSG00000237082",2,4,0,1,1,3,0,1
"ENSG00000237083",0,0,0,0,0,0,0,0
"ENSG00000237085",0,0,0,0,0,0,0,0
"ENSG00000237088",0,0,0,0,0,0,0,0
"ENSG00000237089",0,0,0,0,0,0,0,0
"ENSG00000237090",0,0,0,1,1,0,0,0
"ENSG00000237094",0,0,4.449,0,2.83,1.177,0,1.744
"ENSG00000237098",0,0,0,0,0,0,0,0.5
"ENSG00000237099",0,0,0,0,0,0,0,0
"ENSG00000237106",0,0,0,0,0,0,0,0
"ENSG00000237107",0,0,0,0,0,0,0,0
"ENSG00000237109",0,0,0,0,0,0,0,0
"ENSG00000237110",0,0,0,0,0,0,0,0
"ENSG00000237112",1163.384,1119.294,1328.681,1147.292,2409.052,2093.837,2477.485,2273.848
"ENSG00000237114",0,0,0,0,0,0,0,0
"ENSG00000237115",4,5,4,4,13,9,2,13
"ENSG00000237118",6.775,6,2.976,5.698,4,3,5.997,5
"ENSG00000237120",0,0,0,0,0,0,0,0
"ENSG00000237121",0,0,0,0,0,0,0,0
"ENSG00000237123",0,0,0,0,0,0,0,0
"ENSG00000237124",0,0,0,0,0,1,0,0
"ENSG00000237127",0,0,0,0,0,0,0,0
"ENSG00000237129",0,0,0,0,0,0,0,0
"ENSG00000237130",0,0,0,0,0,0,0,0
"ENSG00000237131",0,0,0,0,0,0,0,0
"ENSG00000237135",6,6,3,0,8,4,8,4
"ENSG00000237136",2,2,0,0,0,2,0,1
"ENSG00000237137",0,0,0,0,0,0,0,0
"ENSG00000237139",0,0,0,0,0,1,0,0
"ENSG00000237140",0,0,0,0,0,0,0,0
"ENSG00000237141",0,0,0,0,0,0,0,0
"ENSG00000237145",0,0,0,0,0,0,0,0
"ENSG00000237148",0,0,0,0,0,0,0,0
"ENSG00000237154",0,6,2,2,0,3,2,0
"ENSG00000237158",0,0,6,11,0,0,1,0
"ENSG00000237160",0,0,0,0,0,0,0,0
"ENSG00000237161",3.001,0,0,0,0,0,7.448,0
"ENSG00000237162",0,0,0,0,0,0,0,0
"ENSG00000237163",0,0,0,0,0,0,0,0
"ENSG00000237164",0,0,0,0,0,0,0,0
"ENSG00000237165",0,0,0,0,0,0,0,0
"ENSG00000237169",0,0,0,0,0,0,1,0
"ENSG00000237170",3,0,0,0,2,0,0,0
"ENSG00000237171",0,0,0,0,0,0,0,0
"ENSG00000237172",655.79,672.652,304.939,251.573,1031.063,1236.401,974.207,821.462
"ENSG00000237173",0,0,0,0,0,0,0,0
"ENSG00000237175",0,0,0,0,0,0,0,0
"ENSG00000237176",2,6,2,2,2,0,5,3
"ENSG00000237178",1,1,0,2,4,1,1,2
"ENSG00000237180",0,0,0,0,0,0,0,0
"ENSG00000237182",0,0,0,0,0,0,0,0
"ENSG00000237185",0,0,0,0,0,0,0,0
"ENSG00000237186",0,0,0,0,0,0,0,0
"ENSG00000237190",2660.573,2514,1931.68,1696.848,3218.905,3526.001,2865.959,2555.001
"ENSG00000237192",0,0,0,0,0,0,0,0
"ENSG00000237193",0,0,0,0,0,0,0,0
"ENSG00000237194",0,0,0,0,2,8,5,4
"ENSG00000237195",0,0,0,0,0,0,0,0
"ENSG00000237202",0,0,0,0,0,0,0,0
"ENSG00000237205",0,0,0,0,0,0,0,0
"ENSG00000237206",0,2,232,247,0,5,123,103
"ENSG00000237207",0,0,0,0,2,0,0,0
"ENSG00000237210",0,0,0,1,0,2,0,0
"ENSG00000237211",0,0,0,0,0,0,0,0
"ENSG00000237213",0,0,0,0,0,0,0,0
"ENSG00000237214",1,0,1.014,1,2,4.001,1,1
"ENSG00000237215",0,0,0,0,0,0,0,0
"ENSG00000237217",0,0,4,0,1,3,2,0
"ENSG00000237218",0,0,0,0,0,0,38.268,0
"ENSG00000237223",0,0,0,0,0,0,0,0
"ENSG00000237225",0,0,0,0,0,0,0,0
"ENSG00000237226",0,0,0,3,0,0,0,0
"ENSG00000237227",0,0,0,0,0,0,0,0
"ENSG00000237235",0,0,0,0,0,0,0,0
"ENSG00000237236",0,0,0,0,0,0,0,0
"ENSG00000237238",0,1.001,0,1.588,2.435,0,0,0
"ENSG00000237242",0,0,0,0,0,0,0,0
"ENSG00000237247",0,0,0,0,0,0,0,0
"ENSG00000237249",0,1,0,0,0,0,0,0
"ENSG00000237251",0,0,0,2,0,0,0,0
"ENSG00000237252",1,0,3,4,0,0,0,2
"ENSG00000237254",0,0,1,0,0,0.5,0.5,0
"ENSG00000237256",0,0,0,0,1,0,0,2
"ENSG00000237257",0,0,0,2,0,0,0,0
"ENSG00000237258",0,0,0,0,0,0,0,0
"ENSG00000237260",1,0,2,4,6,0,5,0
"ENSG00000237263",8,20,13,40.016,7.003,2,12,4
"ENSG00000237264",1,1.012,1.023,0,0,2.002,2.082,0
"ENSG00000237265",0,0,0,0,2,0,0,0
"ENSG00000237268",0,0,2,0,2,0,4,0
"ENSG00000237269",0,0,0,0,0,0,0,0
"ENSG00000237272",0,0,0,0,0,0,0,0
"ENSG00000237273",2,7,9,2,6,5,13,3
"ENSG00000237274",0,0,0,0,0,0,0,0
"ENSG00000237275",0,0,0,0,0,0,0,0
"ENSG00000237278",0,0,0,0,0,0,0,0
"ENSG00000237279",0,0,0,0,0,0,0,0
"ENSG00000237289",9.051,18.296,7.148,3.518,8.608,27.737,17.336,11.46
"ENSG00000237294",0,1,1,0,1,0,0,0
"ENSG00000237296",1060.017,1044.503,912.918,1312.456,792.988,1011.973,948.133,877.752
"ENSG00000237297",0,0,0,0,0,0,0,0
"ENSG00000237299",1,1,0,0,0,0,1.012,0
"ENSG00000237300",0,0,0,0,0,1,0,0
"ENSG00000237302",0,0,0,0,0,0,0,0
"ENSG00000237303",0,1,1,0,0,0,0,0
"ENSG00000237306",0,0,0,1,1,6,0,2
"ENSG00000237307",5,8,4,4,2,8,2,2
"ENSG00000237309",0,0,0,0,0,0,0,0
"ENSG00000237313",0,0.666,0,0,0,0,0,0
"ENSG00000237314",0,0,0,0,0,0,0,0
"ENSG00000237317",0,0,0,0,0,0,2,0
"ENSG00000237319",0,0,0,0,0,0,0,0
"ENSG00000237322",0,1,0,0,0,0,0,0
"ENSG00000237323",0,0,0,0,0,0,0,0
"ENSG00000237325",0,2,0,0,0,2,0,0
"ENSG00000237329",0,0,0,0,1,0,6,0
"ENSG00000237330",4,4,2,2,0,0,0,0
"ENSG00000237333",0,0,63.448,19.468,30.716,2.97,89.942,1.438
"ENSG00000237335",1481.243,1435.364,1321.345,1211.042,1386.904,1176.303,749.574,999.378
"ENSG00000237344",0,42.256,18.756,0,10.789,61.515,16.348,17.958
"ENSG00000237345",0,0,0,0,0,0,0,0
"ENSG00000237347",1,0,0,0,0,0,0,2
"ENSG00000237349",0,0,2,0,0,0,0,0
"ENSG00000237351",10,1,19,29,18,28,6,18
"ENSG00000237353",0,0,0,2,0,0,1,0.959
"ENSG00000237358",0,0,0,0,0,0,0,0
"ENSG00000237360",0,0,0,0,0,0,0,0
"ENSG00000237363",0,0,0,0,0,0,0,0
"ENSG00000237369",0,0,0,0,0,0,0,0
"ENSG00000237378",0,0,0,2,0,0,0,0
"ENSG00000237379",0,0,0,0,0,1,0,1
"ENSG00000237381",0,0,0,0,0,0,0,0
"ENSG00000237383",0,0,0,0,0,0,0,0
"ENSG00000237388",0,0,0,0,0,0,0,0
"ENSG00000237395",1.25,0,1.25,0,0.25,0,0,0
"ENSG00000237406",0,2,0,4,2,2,0,1
"ENSG00000237408",0,0,0,0,0,0,0,0
"ENSG00000237409",1,0,3,1,1,0,0,2
"ENSG00000237412",0,0,0,1,22,6,22,30
"ENSG00000237415",0,0,0,0,0,2.011,1.01,0
"ENSG00000237417",0,0,0,2,0,0,0,0
"ENSG00000237418",1,2,1,0,5,3,3,5
"ENSG00000237425",1,0,0,2,0.5,0,2,0.5
"ENSG00000237426",1,5.962,1.942,8.38,1,4.001,4,4.71
"ENSG00000237427",0,0,0,0,0,0,0,0
"ENSG00000237428",0,0,0,0,0,0,0,0
"ENSG00000237432",0,0,0,0,0,0,0,0
"ENSG00000237433",4.5,0,1,0,0,1,0,0
"ENSG00000237434",0,0,0,0,0,0,1,0
"ENSG00000237437",36.456,17.985,65.793,73.231,16.195,46.724,28.165,66.839
"ENSG00000237438",3,1,0,1,0,0,0,0
"ENSG00000237439",0,0,0,0,0,0,0,0
"ENSG00000237440",657.168,537.611,919.532,983.691,398.354,408.037,429.665,427.478
"ENSG00000237441",958.629,817.761,739.053,911.992,931.035,1151.535,902.728,826.628
"ENSG00000237442",0,0,0,0,1,0,1,0
"ENSG00000237443",0,0,0,0,0,0,0,0
"ENSG00000237444",1,6,1,1,0,0,0,0
"ENSG00000237446",0,0,0,0,0,0,0,0
"ENSG00000237447",0,0,0,0,0,0,0,0
"ENSG00000237448",0,0,2,0,2,0,1,0
"ENSG00000237449",0,0,0,0,0,0,0,0
"ENSG00000237450",0,0,0,0,0,0,1,0
"ENSG00000237451",0,0,3.001,0,7.011,4.001,7.429,2.158
"ENSG00000237452",4,0,1,0,1,0,0,0
"ENSG00000237456",0,0,0,0,1,0,0,0
"ENSG00000237458",0,0,0,0,1,0,0,0
"ENSG00000237462",442.667,353.507,364.651,315.27,463.403,541.806,395.903,390.466
"ENSG00000237466",0,0,0,0,0,0,0,0
"ENSG00000237467",0,0,0,0,0,0,0,0
"ENSG00000237469",0,0,0,0,0,0,0,0
"ENSG00000237470",0,0,0,0,2,0,0,6
"ENSG00000237472",0,0,0,0,0,0,0,0
"ENSG00000237475",0,0,0,0,0,0,0,0
"ENSG00000237478",0,0,0,0,0,0,0,0
"ENSG00000237483",0,0,0,0,0,0,0,0
"ENSG00000237487",0,0,0,0,6,2,0,2
"ENSG00000237489",13,16,12.014,5.113,21,26,48.918,44.988
"ENSG00000237490",0,0,0,0,0,0,0,0
"ENSG00000237492",0,0,3,0,0,0,0,0
"ENSG00000237493",5.953,2.716,0,2.986,5.972,5.344,2.196,5.608
"ENSG00000237501",0,2,0,1,4,0,2,0
"ENSG00000237503",0,2,0,0,0,0,0,0
"ENSG00000237506",5.496,5.394,2.077,7.46,1.318,3.328,6.378,1.082
"ENSG00000237508",0.5,7.605,0,1.321,0,3.25,0,2
"ENSG00000237510",0,0,0,0,0,3.829,0,0.921
"ENSG00000237514",0,0,0,0,0,0,0,0
"ENSG00000237515",592.949,540.057,1400.192,1126.927,1042.598,1073.482,1596.893,1611.893
"ENSG00000237517",69,77,80,67,34,28,20,17
"ENSG00000237521",0,0,0,0,0,0,0,0
"ENSG00000237522",54,53,35,45,41,56,71,45
"ENSG00000237524",0,0,0,0,0,0,0,0
"ENSG00000237528",0,0,0,0,0,0,0,0
"ENSG00000237539",4.003,11.003,4,11.005,18.006,14,14.013,13
"ENSG00000237540",0,0,2,0,0,0,0,0
"ENSG00000237541",0,0,0,0,0,0,0,0
"ENSG00000237542",0,0,0,0,0,0,0,0
"ENSG00000237545",0,0,0,0,0,0,0,0
"ENSG00000237546",0,0,0,0,0,0,0,0
"ENSG00000237549",0,0,1,2,0,0,0,0
"ENSG00000237551",0,0,0,0,0,0,0,0
"ENSG00000237553",0,0,0,0,0,0,0,0
"ENSG00000237555",0,0,0,0,0,0,0,0
"ENSG00000237557",0,0,0,0,0,0,0,0
"ENSG00000237558",0,0,0,0,0,0,0,0
"ENSG00000237566",0,0,0,0,0,0,0,0
"ENSG00000237569",0,0,2,0,0,0,0,0
"ENSG00000237572",0,0,0,0,0,0,0,0
"ENSG00000237575",1,2,9,0,5,7,12,13
"ENSG00000237583",0,0,0,0,0,4,0,0
"ENSG00000237584",0,0,0,0,0,2,0,0
"ENSG00000237586",0,0,5,0,2,5,5,0
"ENSG00000237589",0,0,0,0,0,0,0,0
"ENSG00000237591",0,0,0,0,0,0,0,0
"ENSG00000237593",0,0,0,0,0,0,0,0
"ENSG00000237599",0,3.532,0,0,0,0,0,0
"ENSG00000237601",0,0,0,0,0,0,0,0
"ENSG00000237603",0,0,0,0,0,0,0,0
"ENSG00000237606",0,0,0,0,0,0,0,0
"ENSG00000237610",0,0,0,0,0,0,0,0
"ENSG00000237617",0,0,0,0,0,0,0,0
"ENSG00000237618",0,0,0,0,0,0,0,0
"ENSG00000237619",0,0,0,0,0,0,0,0
"ENSG00000237620",0,0,0,0,0,0,0,0
"ENSG00000237621",0,0,0,4,0,0,0,0
"ENSG00000237622",0,0,0,0,0,0,0,0
"ENSG00000237623",0,0,0,0,0,0,0,0
"ENSG00000237624",115.287,112.251,137.175,130.546,86.526,103.977,86.964,115.903
"ENSG00000237628",0,2,0,0,3,0,0,0
"ENSG00000237629",0,0,0,0,0,0,0,0
"ENSG00000237630",0,0,0,1,0,0,0,0
"ENSG00000237631",0,4,0,1,4,6,0,0
"ENSG00000237632",0,0,0,0,0,0,1,0
"ENSG00000237634",0,0.666,0,0,0,0,0,0
"ENSG00000237635",0,0,0,0,0,0,0,0
"ENSG00000237636",9,16,21,30,4,5,6,2
"ENSG00000237639",0,0,0.919,0,0,3,0,0.913
"ENSG00000237641",38.437,46.145,39.345,35.208,28.122,48.353,32.335,24.661
"ENSG00000237642",0,0,0,0,0,0,0,0
"ENSG00000237645",0,0,0,0,0,0,0,0
"ENSG00000237649",5700.254,5598.01,2109.192,2019.585,6292.507,7195.997,3147.961,3138.786
"ENSG00000237650",0,0,0,0,0,0,0,0
"ENSG00000237651",1753.002,1690.002,1963.999,1405.999,2155.002,2355,2274.998,2046.001
"ENSG00000237653",0,0,0,0,0,0,0,0
"ENSG00000237659",0,8,17,12,2,4,1,4
"ENSG00000237661",0,0,0,0,0,0,0,0
"ENSG00000237662",0,0,0,0,0,0,0,0
"ENSG00000237663",0,0,0,0,0,0,0,0
"ENSG00000237666",0,0,2.99,0,0,0,0,0
"ENSG00000237668",0,0,0,0,2,2,3,0
"ENSG00000237669",8.839,0,0,4.566,0,0,0,0
"ENSG00000237671",0,0,0,0,0,0,0,0
"ENSG00000237672",5,3,13,11,6,3,8,10
"ENSG00000237674",0,0,0,0,0,0,0,0
"ENSG00000237679",2,0,0,0,0,0,6,0
"ENSG00000237682",0,0,1.039,0,0,0,0,0
"ENSG00000237684",0,0,0,0,0,0,0,0
"ENSG00000237691",0,0,0,0,0,0,0,0
"ENSG00000237693",17.962,22.68,27.612,39.174,30.71,27.355,47.067,42.146
"ENSG00000237698",0,0,0,0,0,0,0,0
"ENSG00000237701",0,0,0,0,0,0,0,0
"ENSG00000237704",0,0,0,4,4,0,2,0
"ENSG00000237706",0,0,5.706,20.29,0,7,25.509,28.641
"ENSG00000237708",0,1,2,10,0,8,1,5
"ENSG00000237709",0,2,1,0,6,0,5,1
"ENSG00000237710",1,12.003,1.5,0,7,3.25,0,14.013
"ENSG00000237711",0,0,0,0,0,0,0,0
"ENSG00000237719",7,8,4,12,9,7,2,15
"ENSG00000237724",0,5.739,0,0,0,0,0,0
"ENSG00000237725",0,0,0,0,0,0,0,0
"ENSG00000237727",0,0,0,0,0,0,0,0
"ENSG00000237729",1.001,0,0,0,3.196,1.021,0,2.538
"ENSG00000237730",0,0,1,0,0,1,1,0
"ENSG00000237731",4,0,0,0,4,16,10,0
"ENSG00000237732",281.245,199.372,259.685,236.309,565.61,581.567,566.528,511.545
"ENSG00000237733",0,10.302,0,0,0,0,0,0
"ENSG00000237740",0,0,0,0,2.001,2.01,0,4.003
"ENSG00000237743",0,0,0,0,0,0,0,0
"ENSG00000237745",0,0,0,0,0,0,0,0
"ENSG00000237746",0,0,0,0,0,0,0,0
"ENSG00000237747",0,0,0,0,0,0,0,0
